105 9,678,224 8,832,008 8,609,057 8,784,786 9,548,493 9,439,672 9,307,908 10,104,670 9,582,922 9,426,691 10,773,181 11,258,598 
106 11,640,587 9,408,923 9,205,344 9,932,266 11,697,402 11,598,024 12,030,869 12,585,841 11,163,840 10,732,876 10,266,535 10,775,897 
107 10,745,665 10,433,920 9,855,290 9,759,959 11,759,030 12,080,221 12,908,340 13,061,264 12,745,597 12,025,638 12,942,309 13,462,125 
