105 7,305,000 4,544,900 6,547,833 6,289,648 5,736,497 6,374,218 7,253,893 8,538,435 10,499,921 9,491,381 9,161,333 8,756,470 
106 6,094,516 5,835,154 6,234,983 5,935,684 5,909,592 6,834,239 8,653,851 8,741,191 9,978,149 9,350,780 10,823,536 9,232,410 
107 7,996,459 4,813,725 6,163,790 6,440,903 7,687,207 6,646,528 7,563,778 7,377,347 7,759,664 9,142,617 8,331,371 7,987,571 
108 8,237,924 4,592,281 6,417,442 6,942,848 6,748,763 7,307,444 9,490,878 9,037,905 10,631,412 11,153,791 9,254,251 8,088,603 
