
105第3季 9.81% 1.30% 1.07% 0.46% 0.89% 45.32元
105第4季 11.21% 2.81% 3.06% 0.00% 2.00% 46.14元
106第1季 10.21% -0.61% 0.96% 0.20% 0.23% undefined
106第2季 10.04% 0.44% 2.08% 0.00% 1.29% undefined
106第3季 10.20% 1.98% 2.57% 0.00% 2.27% undefined
106第4季 10.09% 0.98% -0.12% -0.78% -2.24% 45.6元
107第1季 7.32% -3.37% -2.96% -0.71% -2.04% 44.82元
107第2季 5.71% -2.8% -1.92% -0.58% -1.77% 41.49元
107第3季 10.96% 2.59% 3.68% 1.12% 2.82% 41.3元
107第4季 10.2% 2.98% 3.96% 1.33% 3.23% 42.75元
108第1季 8.92% 0.11% 0.28% 0.1% 0% 46.41元
