
104第4季 -0.75元
105第1季 0.11元
105第2季 1.61元
105第3季 0.85元
105第4季 -0.71元
106第1季 -0.78元
106第2季 2.05元
106第3季 0.97元
106第4季 -0.58元
107第1季 -0.46元
107第2季 1.46元
