
104第4季 -0.12元
105第1季 -0.26元
105第2季 0.07元
105第3季 0.22元
105第4季 0.02元
106第1季 0.05元
106第2季 0.18元
106第3季 0.45元
106第4季 0.15元
107第1季 0.47元
107第2季 0.21元
107第3季 0.06元
107第4季 0.1元
108第1季 0.2元
108第2季 0.17元
108第3季 0.21元
108第4季 0.3元
109第1季 0.24元
