
104第4季 -0.26元
105第1季 -0.35元
105第2季 -0.83元
105第3季 -0.91元
105第4季 -1.64元
106第1季 -0.47元
106第2季 0.01元
106第3季 -0.54元
106第4季 -0.63元
107第1季 -0.37元
107第2季 -1.51元
107第3季 -1.36元
107第4季 0.19元
108第1季 -0.44元
