
105第1季 0.27元
105第2季 0.56元
105第3季 0.30元
105第4季 0.07元
106第1季 0.43元
106第2季 -0.11元
106第3季 0.36元
106第4季 0.38元
107第1季 0.29元
107第2季 0.47元
107第3季 0.24元
107第4季 0.44元
108第1季 0.34元
108第2季 0.4元
108第3季 0.02元
108第4季 0.13元
109第1季 0.07元
109第2季 -0.14元
