
104第4季 -0.71元
105第1季 0.21元
105第2季 0.02元
105第3季 0.27元
105第4季 0.59元
106第1季 0.74元
106第2季 0.32元
106第3季 0.23元
106第4季 0.69元
107第1季 0.46元
107第2季 0.64元
107第3季 0.57元
