105 694,184 689,294 799,951 622,776 641,683 764,598 619,675 577,184 552,091 583,258 610,704 622,190 
106 619,582 520,765 557,610 457,755 542,191 558,468 566,508 590,952 530,462 701,892 538,620 451,173 
107 434,625 378,246 550,872 384,158 403,804 235,907 207,046 216,769 169,811 318,615 318,028 372,837 
