
104第4季 -0.27元
105第1季 -0.29元
105第2季 -0.76元
105第3季 -0.76元
105第4季 -0.55元
106第1季 -1.23元
106第2季 -0.37元
106第3季 -1.08元
106第4季 -1.46元
107第1季 -0.95元
107第2季 15.3元
107第3季 -0.8元
