
104第4季 -0.10元
105第1季 0.03元
105第2季 0.34元
105第3季 0.43元
105第4季 0.23元
106第1季 0.24元
106第2季 0.22元
106第3季 0.23元
106第4季 0.4元
107第1季 0.3元
107第2季 0.42元
107第3季 0.47元
107第4季 0.39元
108第1季 0.23元
108第2季 0.23元
108第3季 0.14元
108第4季 -0.04元
109第1季 -0.15元
