
104第4季 -1.46元
105第1季 0.10元
105第2季 -0.34元
105第3季 -0.68元
105第4季 -0.34元
106第1季 -0.69元
106第2季 -0.38元
106第3季 -0.16元
106第4季 -0.33元
107第1季 -0.4元
107第2季 -0.19元
107第3季 0元
107第4季 0.12元
108第1季 -0.04元
108第2季 -0.18元
108第3季 -0.45元
108第4季 -0.37元
109第1季 0.01元
109第2季 -0.41元
