
104第4季 -0.74元
105第1季 -0.10元
105第2季 0.24元
105第3季 -0.19元
105第4季 -1.17元
106第1季 -0.26元
106第2季 -0.39元
106第3季 0.09元
106第4季 -0.28元
107第1季 -0.44元
107第2季 -0.29元
107第3季 -1.71元
107第4季 -0.18元
108第1季 0.05元
