105 61,942 37,587 63,618 63,940 63,410 68,297 61,015 60,638 51,990 63,683 53,770 65,141 
106 42,812 39,344 60,988 53,481 49,006 56,015 50,919 45,271 56,198 39,198 70,304 83,026 
107 49,644 23,686 45,854 78,995 44,908 39,433 48,619 37,922 62,430 42,436 41,217 69,749 
108 37,460 24,536 50,477 30,050 35,009 45,118 39,730 44,704 41,089 56,953 45,237 57,712 
