
105第4季 -0.75% -12.41% -18.12% 0.00% -2.47% 5.43元
106第1季 -103.77% -158.48% -223.01% -4.43% -5.87% undefined
106第2季 -102.21% -226.63% -194.92% 0.00% -2.25% undefined
106第3季 -199.63% -439.59% -439.34% -6.00% -6.62% undefined
106第4季 -99.8% -637.68% -784.77% -18.05% -20.19% 7.09元
107第1季 -132.29% -386.18% -448.51% 0% -3.93% 6.82元
107第2季 -142.66% -512.8% -167.93% -0.7% -0.87% 6.76元
107第3季 -44.9% -316.6% -78.3% -0.66% -0.79% 6.71元
107第4季 -0.38% -98.42% 189.41% 4.92% 5.65% 7.09元
108第1季 4.87% -86.89% -63.48% -1.58% -1.85% 6.96元
