
104第4季 -0.70元
105第1季 -0.47元
105第2季 -0.38元
105第3季 -0.11元
105第4季 -0.95元
106第1季 -0.83元
106第2季 -0.72元
106第3季 -0.29元
106第4季 5.05元
107第1季 -0.5元
