105 2,460,748 1,953,649 2,777,763 2,755,398 2,659,085 2,530,499 2,415,979 2,380,243 2,368,850 2,326,534 2,421,044 2,536,466 
106 2,286,534 2,050,942 2,967,608 2,668,505 2,556,477 2,575,698 2,514,407 2,538,122 2,449,056 2,725,460 2,603,789 2,550,249 
107 2,816,948 2,181,072 2,878,896 2,934,115 2,772,003 2,656,578 2,696,282 2,622,950 2,502,002 2,519,483 2,529,710 2,432,341 
108 2,665,955 2,084,417 2,895,930 3,025,461 2,850,930 2,819,103 2,807,918 2,777,000 2,751,715 2,663,092 2,649,438 2,292,692 
