
105第3季 9.09% 0.62% 44.64% 3.02% 3.79% 47.29元
105第4季 8.05% -0.75% 69.06% 0.00% 4.01% 48.39元
106第1季 9.48% 0.37% 48.85% 3.05% 3.77% undefined
106第2季 8.57% 1.57% 53.43% 3.09% 3.90% undefined
106第3季 7.16% -1.49% 55.01% 0.00% 3.95% undefined
106第4季 10.59% 2.07% 51.8% 2.66% 3.26% 52.96元
107第1季 9.8% 1.24% 44.25% 2.14% 2.61% 56.3元
107第2季 10.51% 3.45% 40.21% 1.95% 2.39% 54.42元
107第3季 8.61% 0.29% 34.25% 1.95% 2.41% 53.71元
107第4季 11.27% 4.71% 42.14% 3.19% 3.87% 56.04元
108第1季 0% 0% 0% 0% 0% 0元
108第2季 11.88% 4.15% 30.16% 0.31% 0.37% 56.37元
108第3季 0% 0% 0% 0% 0% 0元
108第4季 10.1% 2.47% 32.9% 1.85% 2.24% 55.98元
109第1季 6.59% -3.91% 12.39% 0.31% 0.37% 55.51元
