105 29,572,551 20,200,628 28,885,451 26,448,806 27,377,491 29,809,902 28,770,070 30,452,230 32,340,276 28,017,257 30,755,279 32,260,896 
106 23,674,392 24,418,752 28,861,509 23,598,119 25,913,866 31,673,247 28,700,223 34,759,017 37,503,417 33,368,063 38,700,023 35,463,063 
107 34,259,165 22,164,772 33,669,750 27,679,755 31,785,635 31,489,105 32,530,136 35,647,350 37,156,456 31,949,163 34,857,616 34,419,205 
108 31,856,760 21,815,988 28,922,815 25,523,676 26,892,826 25,866,374 28,335,573 28,801,020 29,715,077 29,522,045 29,803,904 34,069,575 
