
104第4季 0.34元
105第1季 0.51元
105第2季 0.42元
105第3季 0.91元
105第4季 0.66元
106第1季 0.82元
106第2季 1.40元
106第3季 1.01元
106第4季 0.56元
107第1季 1.29元
107第2季 1.33元
107第3季 1.5元
107第4季 0.5元
108第1季 0.88元
108第2季 0.31元
108第3季 0.53元
108第4季 -0.38元
109第1季 -0.04元
109第2季 -0.23元
