
104第4季 -0.89元
105第1季 0.55元
105第2季 0.45元
105第3季 0.58元
105第4季 1.43元
106第1季 0.51元
106第2季 0.68元
106第3季 0.60元
106第4季 0.67元
107第1季 0.5元
107第2季 0.45元
107第3季 0.54元
107第4季 0.26元
