
104第4季 -0.02元
105第1季 0.15元
105第2季 0.40元
105第3季 0.33元
105第4季 0.39元
106第1季 0.10元
106第2季 0.22元
106第3季 0.20元
106第4季 0.42元
107第1季 0.07元
