105 620,359 539,256 622,749 617,551 639,780 622,952 635,576 641,234 595,148 652,493 627,839 657,160 
106 646,809 565,138 658,495 627,008 631,835 621,244 621,526 638,552 617,679 624,423 640,520 660,780 
107 660,389 544,267 666,872 623,215 674,570 643,490 665,100 654,800 642,453 664,900 650,769 651,613 
108 670,017 564,278 683,577 653,365 682,076 641,817 646,421 643,253 620,481 650,487 638,309 636,601 
