
105第3季 21.13% 17.02% 17.69% 7.14% 14.00% 49.96元
105第4季 6.93% -5.02% 0.75% 0.21% 0.20% 63.43元
106第1季 -0.13% -23.42% -25.25% -2.07% -2.73% undefined
106第2季 17.70% 8.21% 8.62% 1.61% 2.44% undefined
106第3季 18.31% 14.53% 15.38% 0.00% 9.42% undefined
106第4季 7.24% -1.09% -1.38% -0.12% -0.33% 61.19元
107第1季 6.29% -10.85% -12.03% 0% -1.91% 59.99元
107第2季 21.31% 12.97% 12.05% 2.58% 4.21% 58.47元
107第3季 18.79% 13.7% 13.6% 5.23% 9.25% 63.75元
107第4季 11.76% 0.33% 2.18% 0.43% 0.57% 64.1元
108第1季 0% 0% 0% 0% 0% 0元
108第3季 17.77% 12.73% 13.03% 5.04% 9.32% 67.38元
108第4季 9.67% 1.51% 0.86% 0.23% 0.21% 67.27元
109第1季 6.79% -7.82% -4.71% -0.43% -0.81% 66.22元
109第2季 17.16% 9.78% 10.19% 1.87% 3.5% 60.88元
