
104第4季 -0.11元
105第1季 -0.12元
105第2季 0.00元
105第3季 0.09元
105第4季 0.10元
106第1季 0.08元
106第2季 0.10元
106第3季 0.34元
106第4季 0.33元
107第1季 0.16元
107第2季 -0.26元
107第3季 -0.27元
107第4季 -0.05元
108第1季 0元
108第2季 -0.27元
108第3季 -0.16元
108第4季 0.16元
