
104第4季 -0.05元
105第1季 -0.07元
105第2季 -0.04元
105第3季 -0.08元
105第4季 -1.19元
106第1季 -0.18元
106第2季 0.00元
106第3季 0.35元
106第4季 0.13元
107第1季 0.07元
107第2季 0.36元
107第3季 -0.09元
107第4季 -1.52元
108第1季 0.22元
108第2季 -0.19元
108第3季 -0.38元
108第4季 0.08元
109第1季 -1.09元
