105 12,006,857 9,478,048 12,919,174 10,764,403 12,705,227 13,526,887 12,495,406 12,933,096 12,735,087 12,833,243 12,914,936 12,557,760 
106 12,651,900 12,014,861 12,751,189 11,926,270 12,512,276 13,099,335 12,788,087 13,045,093 11,865,021 13,808,274 12,154,717 10,667,683 
107 13,175,662 11,909,283 12,412,192 12,411,996 13,075,480 13,364,101 14,349,944 13,180,907 11,855,805 12,577,408 11,554,518 11,385,275 
108 11,795,477 10,461,743 10,325,739 12,082,275 12,242,267 11,706,642 13,728,148 13,184,069 10,826,223 14,587,122 13,891,904 13,370,032 
