
104第4季 -0.11元
105第1季 0.31元
105第2季 1.37元
105第3季 0.31元
105第4季 0.20元
106第1季 0.69元
106第2季 0.25元
106第3季 0.37元
106第4季 0.29元
107第1季 0.44元
107第2季 0.32元
107第3季 0.33元
