105 78,790 42,876 44,819 41,804 56,915 42,699 43,214 41,129 45,292 41,685 47,832 48,603 
106 90,559 40,188 42,674 40,739 42,698 42,419 40,276 40,613 40,018 41,045 44,548 39,029 
107 94,695 37,505 44,481 45,443 43,288 42,790 43,023 40,076 43,484 47,785 45,261 54,234 
