
104第4季 -0.46元
105第1季 0.11元
105第2季 -0.27元
105第3季 0.01元
105第4季 3.65元
106第1季 2.22元
106第2季 2.62元
106第3季 2.39元
106第4季 2.24元
107第1季 2.01元
107第2季 1.56元
107第3季 1.42元
107第4季 2.28元
108第1季 1.25元
108第2季 0.66元
108第3季 1.54元
108第4季 0.96元
109第1季 0.82元
109第2季 0.45元
