105 656,037 496,957 683,387 633,050 584,511 489,210 527,279 626,909 631,802 739,327 734,224 753,565 
106 547,238 603,760 717,638 620,073 603,845 569,356 569,954 665,839 700,371 802,012 801,023 800,844 
107 691,383 563,463 800,083 709,725 764,264 702,894 701,161 807,648 818,567 838,731 854,321 859,215 
108 761,248 620,621 887,459 815,113 850,935 805,117 809,603 929,732 1,012,427 1,122,465 - - 
