
105第1季 -0.45元
105第2季 0.11元
105第3季 0.25元
105第4季 0.16元
106第1季 0.02元
106第2季 0.25元
106第3季 0.25元
106第4季 0.1元
107第1季 0.05元
107第2季 0.13元
107第3季 -0.04元
107第4季 -0.9元
108第1季 -0.35元
