105 404,878 734,753 1,096,114 894,780 805,376 924,026 556,973 929,396 814,851 579,747 764,195 1,545,773 
106 412,639 516,818 978,852 722,212 736,690 879,873 500,518 714,121 847,388 742,462 740,982 1,729,365 
107 479,822 515,941 913,914 895,411 768,861 735,692 416,883 523,441 754,913 661,076 762,811 1,626,225 
