
105第1季 0.39元
105第2季 0.50元
105第3季 0.46元
105第4季 0.63元
106第1季 0.55元
106第2季 0.50元
106第3季 0.55元
106第4季 0.41元
107第1季 0.47元
107第2季 0.95元
107第3季 0.59元
107第4季 0.23元
108第1季 0.61元
108第2季 0.5元
108第3季 0.49元
108第4季 -0.07元
109第1季 0.35元
109第2季 0.34元
