
104第4季 -0.06元
105第1季 -0.32元
105第2季 0.08元
105第3季 0.42元
105第4季 0.65元
106第1季 0.09元
106第2季 0.09元
106第3季 0.06元
106第4季 -0.92元
107第1季 -0.11元
107第2季 0.3元
107第3季 0.21元
107第4季 0.2元
