
104第4季 0.06元
105第1季 -0.09元
105第2季 -0.12元
105第3季 0.17元
105第4季 -0.28元
106第1季 -0.20元
106第2季 -0.16元
106第3季 0.14元
106第4季 -0.28元
107第1季 -0.18元
107第2季 -0.14元
107第3季 0.24元
107第4季 -0.23元
108第1季 -0.17元
108第2季 -0.17元
108第3季 0.13元
108第4季 -0.21元
109第1季 -0.24元
