
104第4季 -0.07元
105第1季 -0.18元
105第2季 0.23元
105第3季 0.07元
105第4季 0.48元
106第1季 0.27元
106第2季 0.45元
106第3季 0.33元
106第4季 0.23元
107第1季 1.38元
107第2季 1.86元
107第3季 1.7元
107第4季 1.25元
108第1季 0.95元
108第2季 0.52元
