
105第1季 0.03元
105第2季 0.27元
105第3季 0.23元
105第4季 0.44元
106第1季 0.27元
106第2季 0.21元
106第3季 1.10元
106第4季 0.45元
107第1季 0.37元
107第2季 0.12元
107第3季 0.23元
107第4季 -0.09元
108第1季 -0.11元
108第2季 -0.31元
108第3季 0.36元
