
104第4季 -0.12元
105第1季 0.02元
105第2季 0.11元
105第3季 0.02元
105第4季 0.36元
106第1季 -0.09元
106第2季 0.40元
106第3季 0.58元
106第4季 0.27元
107第1季 0.06元
