105 5,060,821 4,237,568 4,771,299 4,777,188 4,864,702 4,692,999 4,826,152 4,684,872 4,548,374 4,756,551 5,026,729 5,200,188 
106 4,893,518 4,025,944 4,955,520 4,965,072 5,230,719 5,080,577 5,356,323 5,343,869 5,117,671 5,173,968 5,256,410 5,369,418 
107 5,333,004 4,602,601 4,983,926 5,076,990 5,440,737 5,422,543 5,897,285 5,733,994 5,696,939 6,247,750 6,235,434 6,134,150 
