
104第4季 0.23元
105第1季 0.16元
105第2季 0.21元
105第3季 0.22元
105第4季 0.30元
106第1季 0.10元
106第2季 0.16元
106第3季 0.27元
106第4季 0.31元
107第1季 0.26元
107第2季 0.25元
107第3季 0.2元
107第4季 0.18元
108第1季 -0.04元
108第2季 0.1元
108第3季 0.14元
108第4季 0.11元
